Q9UBW7 AF-Q9UBW7-F1-model_v4.pdb
O14686 AF-O14686-F1-model_v4.pdb
O14717 AF-O14717-F1-model_v4.pdb
O14727 AF-O14727-F1-model_v4.pdb
O14732 AF-O14732-F1-model_v4.pdb
O14733 AF-O14733-F1-model_v4.pdb
O14737 AF-O14737-F1-model_v4.pdb
O14745 AF-O14745-F1-model_v4.pdb
O14746 AF-O14746-F1-model_v4.pdb
O14757 AF-O14757-F1-model_v4.pdb
O14763 AF-O14763-F1-model_v4.pdb
O14770 AF-O14770-F1-model_v4.pdb
O14773 AF-O14773-F1-model_v4.pdb
O14775 AF-O14775-F1-model_v4.pdb
O14776 AF-O14776-F1-model_v4.pdb
O15054 AF-O15054-F1-model_v4.pdb
O15055 AF-O15055-F1-model_v4.pdb
O15056 AF-O15056-F1-model_v4.pdb
O15066 AF-O15066-F1-model_v4.pdb
O15068 AF-O15068-F1-model_v4.pdb
O15091 AF-O15091-F1-model_v4.pdb
O15105 AF-O15105-F1-model_v4.pdb
O15117 AF-O15117-F1-model_v4.pdb
O15374 AF-O15374-F1-model_v4.pdb
O15379 AF-O15379-F1-model_v4.pdb
O15382 AF-O15382-F1-model_v4.pdb
O15393 AF-O15393-F1-model_v4.pdb
O15397 AF-O15397-F1-model_v4.pdb
O15400 AF-O15400-F1-model_v4.pdb
O14936 AF-O14936-F1-model_v4.pdb
O14939 AF-O14939-F1-model_v4.pdb
O14948 AF-O14948-F1-model_v4.pdb
O14958 AF-O14958-F1-model_v4.pdb
O14964 AF-O14964-F1-model_v4.pdb
O14967 AF-O14967-F1-model_v4.pdb
O14972 AF-O14972-F1-model_v4.pdb
O14974 AF-O14974-F1-model_v4.pdb
O14976 AF-O14976-F1-model_v4.pdb
O14979 AF-O14979-F1-model_v4.pdb
O14983 AF-O14983-F1-model_v4.pdb
O15013 AF-O15013-F1-model_v4.pdb
O15014 AF-O15014-F1-model_v4.pdb
O15016 AF-O15016-F1-model_v4.pdb
O15018 AF-O15018-F1-model_v4.pdb
O15020 AF-O15020-F1-model_v4.pdb
O15021 AF-O15021-F1-model_v4.pdb
O15027 AF-O15027-F1-model_v4.pdb
O15040 AF-O15040-F1-model_v4.pdb
O15041 AF-O15041-F1-model_v4.pdb
O14787 AF-O14787-F1-model_v4.pdb
O14788 AF-O14788-F1-model_v4.pdb
O14791 AF-O14791-F1-model_v4.pdb
O14795 AF-O14795-F1-model_v4.pdb
O14807 AF-O14807-F1-model_v4.pdb
O14818 AF-O14818-F1-model_v4.pdb
O14832 AF-O14832-F1-model_v4.pdb
O14836 AF-O14836-F1-model_v4.pdb
O14874 AF-O14874-F1-model_v4.pdb
O14896 AF-O14896-F1-model_v4.pdb
O14901 AF-O14901-F1-model_v4.pdb
O14908 AF-O14908-F1-model_v4.pdb
O14920 AF-O14920-F1-model_v4.pdb
O14924 AF-O14924-F1-model_v4.pdb
O14926 AF-O14926-F1-model_v4.pdb
O14931 AF-O14931-F1-model_v4.pdb
O15230 AF-O15230-F6-model_v4.pdb
O15231 AF-O15231-F1-model_v4.pdb
O15232 AF-O15232-F1-model_v4.pdb
O15245 AF-O15245-F1-model_v4.pdb
O15254 AF-O15254-F1-model_v4.pdb
O15259 AF-O15259-F1-model_v4.pdb
O15264 AF-O15264-F1-model_v4.pdb
O15265 AF-O15265-F1-model_v4.pdb
O15266 AF-O15266-F1-model_v4.pdb
O15269 AF-O15269-F1-model_v4.pdb
O15294 AF-O15294-F1-model_v4.pdb
O15296 AF-O15296-F1-model_v4.pdb
O15297 AF-O15297-F1-model_v4.pdb
O15304 AF-O15304-F1-model_v4.pdb
O15305 AF-O15305-F1-model_v4.pdb
O15315 AF-O15315-F1-model_v4.pdb
O15344 AF-O15344-F1-model_v4.pdb
O15350 AF-O15350-F1-model_v4.pdb
O15357 AF-O15357-F1-model_v4.pdb
O15360 AF-O15360-F1-model_v4.pdb
O15118 AF-O15118-F1-model_v4.pdb
O15119 AF-O15119-F1-model_v4.pdb
O15120 AF-O15120-F1-model_v4.pdb
O15123 AF-O15123-F1-model_v4.pdb
O15130 AF-O15130-F1-model_v4.pdb
O15146 AF-O15146-F1-model_v4.pdb
O15151 AF-O15151-F1-model_v4.pdb
O15155 AF-O15155-F1-model_v4.pdb
O15160 AF-O15160-F1-model_v4.pdb
O15164 AF-O15164-F1-model_v4.pdb
O15169 AF-O15169-F1-model_v4.pdb
O15178 AF-O15178-F1-model_v4.pdb
O15195 AF-O15195-F1-model_v4.pdb
O15198 AF-O15198-F1-model_v4.pdb
O15204 AF-O15204-F1-model_v4.pdb
O15211 AF-O15211-F1-model_v4.pdb
O15228 AF-O15228-F1-model_v4.pdb
O15229 AF-O15229-F1-model_v4.pdb
O15405 AF-O15405-F1-model_v4.pdb
O15409 AF-O15409-F1-model_v4.pdb
O15417 AF-O15417-F1-model_v4.pdb
O15438 AF-O15438-F1-model_v4.pdb
O15439 AF-O15439-F1-model_v4.pdb
O15440 AF-O15440-F1-model_v4.pdb
O15444 AF-O15444-F1-model_v4.pdb
O15446 AF-O15446-F1-model_v4.pdb
O15455 AF-O15455-F1-model_v4.pdb
O15460 AF-O15460-F1-model_v4.pdb
O15466 AF-O15466-F1-model_v4.pdb
O15488 AF-O15488-F1-model_v4.pdb
O15519 AF-O15519-F1-model_v4.pdb
O15527 AF-O15527-F1-model_v4.pdb
O15534 AF-O15534-F1-model_v4.pdb
O43147 AF-O43147-F1-model_v4.pdb
O43149 AF-O43149-F1-model_v4.pdb
O43150 AF-O43150-F1-model_v4.pdb
O43151 AF-O43151-F1-model_v4.pdb
P54257 AF-P54257-F1-model_v4.pdb
P54277 AF-P54277-F1-model_v4.pdb
P54278 AF-P54278-F1-model_v4.pdb
P54289 AF-P54289-F1-model_v4.pdb
P54710 AF-P54710-F1-model_v4.pdb
P54756 AF-P54756-F1-model_v4.pdb
P54760 AF-P54760-F1-model_v4.pdb
P54764 AF-P54764-F1-model_v4.pdb
P54803 AF-P54803-F1-model_v4.pdb
P54819 AF-P54819-F1-model_v4.pdb
P54821 AF-P54821-F1-model_v4.pdb
P54829 AF-P54829-F1-model_v4.pdb
P54845 AF-P54845-F1-model_v4.pdb
P54868 AF-P54868-F1-model_v4.pdb
P54886 AF-P54886-F1-model_v4.pdb
P55011 AF-P55011-F1-model_v4.pdb
P55058 AF-P55058-F1-model_v4.pdb
P55075 AF-P55075-F1-model_v4.pdb
P55084 AF-P55084-F1-model_v4.pdb
P55087 AF-P55087-F1-model_v4.pdb
P55157 AF-P55157-F1-model_v4.pdb
P55160 AF-P55160-F1-model_v4.pdb
P55196 AF-P55196-F1-model_v4.pdb
P55197 AF-P55197-F1-model_v4.pdb
P55201 AF-P55201-F1-model_v4.pdb
P55210 AF-P55210-F1-model_v4.pdb
P55211 AF-P55211-F1-model_v4.pdb
P55259 AF-P55259-F1-model_v4.pdb
P55263 AF-P55263-F1-model_v4.pdb
P55265 AF-P55265-F1-model_v4.pdb
P55283 AF-P55283-F1-model_v4.pdb
P55287 AF-P55287-F1-model_v4.pdb
P55289 AF-P55289-F1-model_v4.pdb
P55290 AF-P55290-F1-model_v4.pdb
P55344 AF-P55344-F1-model_v4.pdb
P55345 AF-P55345-F1-model_v4.pdb
P55786 AF-P55786-F1-model_v4.pdb
P55789 AF-P55789-F1-model_v4.pdb
P55809 AF-P55809-F1-model_v4.pdb
P55854 AF-P55854-F1-model_v4.pdb
P55884 AF-P55884-F1-model_v4.pdb
P55916 AF-P55916-F1-model_v4.pdb
P56159 AF-P56159-F1-model_v4.pdb
P56178 AF-P56178-F1-model_v4.pdb
P56179 AF-P56179-F1-model_v4.pdb
P56181 AF-P56181-F1-model_v4.pdb
P56192 AF-P56192-F1-model_v4.pdb
P56277 AF-P56277-F1-model_v4.pdb
P56282 AF-P56282-F1-model_v4.pdb
P56377 AF-P56377-F1-model_v4.pdb
P56524 AF-P56524-F1-model_v4.pdb
P56545 AF-P56545-F1-model_v4.pdb
P56645 AF-P56645-F1-model_v4.pdb
P56693 AF-P56693-F1-model_v4.pdb
P56696 AF-P56696-F1-model_v4.pdb
P56704 AF-P56704-F1-model_v4.pdb
P56705 AF-P56705-F1-model_v4.pdb
P56937 AF-P56937-F1-model_v4.pdb
P56945 AF-P56945-F1-model_v4.pdb
P56975 AF-P56975-F1-model_v4.pdb
P57054 AF-P57054-F1-model_v4.pdb
P57075 AF-P57075-F1-model_v4.pdb
P57081 AF-P57081-F1-model_v4.pdb
P57082 AF-P57082-F1-model_v4.pdb
P57087 AF-P57087-F1-model_v4.pdb
P57103 AF-P57103-F1-model_v4.pdb
P57723 AF-P57723-F1-model_v4.pdb
P57727 AF-P57727-F1-model_v4.pdb
P57737 AF-P57737-F1-model_v4.pdb
P57740 AF-P57740-F1-model_v4.pdb
P57772 AF-P57772-F1-model_v4.pdb
P57773 AF-P57773-F1-model_v4.pdb
P57796 AF-P57796-F1-model_v4.pdb
P58005 AF-P58005-F1-model_v4.pdb
P58215 AF-P58215-F1-model_v4.pdb
P58335 AF-P58335-F1-model_v4.pdb
P58340 AF-P58340-F1-model_v4.pdb
P58397 AF-P58397-F1-model_v4.pdb
P58418 AF-P58418-F1-model_v4.pdb
P58658 AF-P58658-F1-model_v4.pdb
P58743 AF-P58743-F1-model_v4.pdb
P58753 AF-P58753-F1-model_v4.pdb
P59044 AF-P59044-F1-model_v4.pdb
P59045 AF-P59045-F1-model_v4.pdb
P59046 AF-P59046-F1-model_v4.pdb
P59103 AF-P59103-F1-model_v4.pdb
P59510 AF-P59510-F1-model_v4.pdb
P59910 AF-P59910-F1-model_v4.pdb
P59998 AF-P59998-F1-model_v4.pdb
P60006 AF-P60006-F1-model_v4.pdb
P60174 AF-P60174-F1-model_v4.pdb
P60201 AF-P60201-F1-model_v4.pdb
P60323 AF-P60323-F1-model_v4.pdb
P60484 AF-P60484-F1-model_v4.pdb
P60602 AF-P60602-F1-model_v4.pdb
P60866 AF-P60866-F1-model_v4.pdb
P60880 AF-P60880-F1-model_v4.pdb
P60891 AF-P60891-F1-model_v4.pdb
P60953 AF-P60953-F1-model_v4.pdb
P61011 AF-P61011-F1-model_v4.pdb
P61020 AF-P61020-F1-model_v4.pdb
P61073 AF-P61073-F1-model_v4.pdb
P61086 AF-P61086-F1-model_v4.pdb
P61224 AF-P61224-F1-model_v4.pdb
P61244 AF-P61244-F1-model_v4.pdb
P61266 AF-P61266-F1-model_v4.pdb
P61289 AF-P61289-F1-model_v4.pdb
P61296 AF-P61296-F1-model_v4.pdb
P61313 AF-P61313-F1-model_v4.pdb
P61328 AF-P61328-F1-model_v4.pdb
P61599 AF-P61599-F1-model_v4.pdb
P61619 AF-P61619-F1-model_v4.pdb
P61758 AF-P61758-F1-model_v4.pdb
P61764 AF-P61764-F1-model_v4.pdb
P61812 AF-P61812-F1-model_v4.pdb
P61916 AF-P61916-F1-model_v4.pdb
P61960 AF-P61960-F1-model_v4.pdb
P61966 AF-P61966-F1-model_v4.pdb
P61978 AF-P61978-F1-model_v4.pdb
P62070 AF-P62070-F1-model_v4.pdb
P62256 AF-P62256-F1-model_v4.pdb
P62258 AF-P62258-F1-model_v4.pdb
P62273 AF-P62273-F1-model_v4.pdb
P62491 AF-P62491-F1-model_v4.pdb
P62508 AF-P62508-F1-model_v4.pdb
P62633 AF-P62633-F1-model_v4.pdb
P62820 AF-P62820-F1-model_v4.pdb
P62847 AF-P62847-F1-model_v4.pdb
P62873 AF-P62873-F1-model_v4.pdb
O75122 AF-O75122-F1-model_v4.pdb
O75128 AF-O75128-F1-model_v4.pdb
O75129 AF-O75129-F1-model_v4.pdb
O75140 AF-O75140-F1-model_v4.pdb
O75144 AF-O75144-F1-model_v4.pdb
O75145 AF-O75145-F1-model_v4.pdb
O75146 AF-O75146-F1-model_v4.pdb
O75147 AF-O75147-F1-model_v4.pdb
O75154 AF-O75154-F1-model_v4.pdb
O75155 AF-O75155-F1-model_v4.pdb
O75161 AF-O75161-F1-model_v4.pdb
O75164 AF-O75164-F1-model_v4.pdb
O75170 AF-O75170-F1-model_v4.pdb
O75177 AF-O75177-F1-model_v4.pdb
O75179 AF-O75179-F1-model_v4.pdb
O75182 AF-O75182-F1-model_v4.pdb
O75185 AF-O75185-F1-model_v4.pdb
O75190 AF-O75190-F1-model_v4.pdb
O75191 AF-O75191-F1-model_v4.pdb
O75208 AF-O75208-F1-model_v4.pdb
O75223 AF-O75223-F1-model_v4.pdb
O75251 AF-O75251-F1-model_v4.pdb
O75298 AF-O75298-F1-model_v4.pdb
O75306 AF-O75306-F1-model_v4.pdb
O75309 AF-O75309-F1-model_v4.pdb
O75326 AF-O75326-F1-model_v4.pdb
O75330 AF-O75330-F1-model_v4.pdb
O75334 AF-O75334-F1-model_v4.pdb
O75344 AF-O75344-F1-model_v4.pdb
O75346 AF-O75346-F1-model_v4.pdb
O75352 AF-O75352-F1-model_v4.pdb
O75355 AF-O75355-F1-model_v4.pdb
O75363 AF-O75363-F1-model_v4.pdb
O75366 AF-O75366-F1-model_v4.pdb
O75369 AF-O75369-F1-model_v4.pdb
O75376 AF-O75376-F1-model_v4.pdb
O75381 AF-O75381-F1-model_v4.pdb
O75386 AF-O75386-F1-model_v4.pdb
O75387 AF-O75387-F1-model_v4.pdb
O75398 AF-O75398-F1-model_v4.pdb
O75410 AF-O75410-F1-model_v4.pdb
O75417 AF-O75417-F1-model_v4.pdb
O75419 AF-O75419-F1-model_v4.pdb
O75431 AF-O75431-F1-model_v4.pdb
O75444 AF-O75444-F1-model_v4.pdb
O75445 AF-O75445-F1-model_v4.pdb
O75448 AF-O75448-F1-model_v4.pdb
O75460 AF-O75460-F1-model_v4.pdb
O75473 AF-O75473-F1-model_v4.pdb
O75475 AF-O75475-F1-model_v4.pdb
O75487 AF-O75487-F1-model_v4.pdb
O75489 AF-O75489-F1-model_v4.pdb
O75521 AF-O75521-F1-model_v4.pdb
O75530 AF-O75530-F1-model_v4.pdb
O75533 AF-O75533-F1-model_v4.pdb
O75534 AF-O75534-F1-model_v4.pdb
O75553 AF-O75553-F1-model_v4.pdb
O75564 AF-O75564-F1-model_v4.pdb
O75569 AF-O75569-F1-model_v4.pdb
O75570 AF-O75570-F1-model_v4.pdb
O75578 AF-O75578-F1-model_v4.pdb
O75592 AF-O75592-F1-model_v4.pdb
O75604 AF-O75604-F1-model_v4.pdb
O75608 AF-O75608-F1-model_v4.pdb
O75616 AF-O75616-F1-model_v4.pdb
O75626 AF-O75626-F1-model_v4.pdb
O75631 AF-O75631-F1-model_v4.pdb
O75635 AF-O75635-F1-model_v4.pdb
O75636 AF-O75636-F1-model_v4.pdb
O75638 AF-O75638-F1-model_v4.pdb
O75643 AF-O75643-F1-model_v4.pdb
O75648 AF-O75648-F1-model_v4.pdb
O75665 AF-O75665-F1-model_v4.pdb
O75676 AF-O75676-F1-model_v4.pdb
O75688 AF-O75688-F1-model_v4.pdb
O75694 AF-O75694-F1-model_v4.pdb
O75717 AF-O75717-F1-model_v4.pdb
O75746 AF-O75746-F1-model_v4.pdb
O75771 AF-O75771-F1-model_v4.pdb
O75781 AF-O75781-F1-model_v4.pdb
O75787 AF-O75787-F1-model_v4.pdb
O75791 AF-O75791-F1-model_v4.pdb
O75800 AF-O75800-F1-model_v4.pdb
O75808 AF-O75808-F1-model_v4.pdb
O75815 AF-O75815-F1-model_v4.pdb
O75832 AF-O75832-F1-model_v4.pdb
O75838 AF-O75838-F1-model_v4.pdb
O75840 AF-O75840-F1-model_v4.pdb
O75865 AF-O75865-F1-model_v4.pdb
O75882 AF-O75882-F1-model_v4.pdb
O75888 AF-O75888-F1-model_v4.pdb
O75891 AF-O75891-F1-model_v4.pdb
O75908 AF-O75908-F1-model_v4.pdb
O75914 AF-O75914-F1-model_v4.pdb
O75916 AF-O75916-F1-model_v4.pdb
O75923 AF-O75923-F1-model_v4.pdb
O75925 AF-O75925-F1-model_v4.pdb
O75928 AF-O75928-F1-model_v4.pdb
O75953 AF-O75953-F1-model_v4.pdb
O75962 AF-O75962-F1-model_v4.pdb
O75970 AF-O75970-F1-model_v4.pdb
O75971 AF-O75971-F1-model_v4.pdb
O75976 AF-O75976-F1-model_v4.pdb
O76013 AF-O76013-F1-model_v4.pdb
O76039 AF-O76039-F1-model_v4.pdb
O76041 AF-O76041-F1-model_v4.pdb
O76054 AF-O76054-F1-model_v4.pdb
O76074 AF-O76074-F1-model_v4.pdb
O76081 AF-O76081-F1-model_v4.pdb
O76082 AF-O76082-F1-model_v4.pdb
O76083 AF-O76083-F1-model_v4.pdb
O76090 AF-O76090-F1-model_v4.pdb
O76094 AF-O76094-F1-model_v4.pdb
O76095 AF-O76095-F1-model_v4.pdb
O94759 AF-O94759-F1-model_v4.pdb
O94762 AF-O94762-F1-model_v4.pdb
O94763 AF-O94763-F1-model_v4.pdb
O94766 AF-O94766-F1-model_v4.pdb
O94779 AF-O94779-F1-model_v4.pdb
O94788 AF-O94788-F1-model_v4.pdb
O94810 AF-O94810-F1-model_v4.pdb
O94812 AF-O94812-F1-model_v4.pdb
O94813 AF-O94813-F1-model_v4.pdb
O94827 AF-O94827-F1-model_v4.pdb
O94830 AF-O94830-F1-model_v4.pdb
O94851 AF-O94851-F1-model_v4.pdb
O94855 AF-O94855-F1-model_v4.pdb
O94856 AF-O94856-F1-model_v4.pdb
O94868 AF-O94868-F1-model_v4.pdb
O94874 AF-O94874-F1-model_v4.pdb
O94875 AF-O94875-F1-model_v4.pdb
O94876 AF-O94876-F1-model_v4.pdb
O94880 AF-O94880-F1-model_v4.pdb
O94887 AF-O94887-F1-model_v4.pdb
O94901 AF-O94901-F1-model_v4.pdb
O94905 AF-O94905-F1-model_v4.pdb
O94906 AF-O94906-F1-model_v4.pdb
O94910 AF-O94910-F1-model_v4.pdb
O94911 AF-O94911-F1-model_v4.pdb
O94915 AF-O94915-F1-model_v4.pdb
O94916 AF-O94916-F1-model_v4.pdb
O94925 AF-O94925-F1-model_v4.pdb
O94929 AF-O94929-F1-model_v4.pdb
O94964 AF-O94964-F1-model_v4.pdb
O94966 AF-O94966-F1-model_v4.pdb
O94972 AF-O94972-F1-model_v4.pdb
O94979 AF-O94979-F1-model_v4.pdb
O94983 AF-O94983-F1-model_v4.pdb
O94985 AF-O94985-F1-model_v4.pdb
O94986 AF-O94986-F1-model_v4.pdb
O94988 AF-O94988-F1-model_v4.pdb
O94991 AF-O94991-F1-model_v4.pdb
O94993 AF-O94993-F1-model_v4.pdb
O95045 AF-O95045-F1-model_v4.pdb
O95050 AF-O95050-F1-model_v4.pdb
O95071 AF-O95071-F1-model_v4.pdb
O95072 AF-O95072-F1-model_v4.pdb
O95104 AF-O95104-F1-model_v4.pdb
O95140 AF-O95140-F1-model_v4.pdb
O95150 AF-O95150-F1-model_v4.pdb
O95153 AF-O95153-F1-model_v4.pdb
O95155 AF-O95155-F1-model_v4.pdb
O95168 AF-O95168-F1-model_v4.pdb
O95169 AF-O95169-F1-model_v4.pdb
O95170 AF-O95170-F1-model_v4.pdb
O95171 AF-O95171-F1-model_v4.pdb
O95180 AF-O95180-F1-model_v4.pdb
O95197 AF-O95197-F1-model_v4.pdb
O95202 AF-O95202-F1-model_v4.pdb
O95206 AF-O95206-F1-model_v4.pdb
O95214 AF-O95214-F1-model_v4.pdb
O95235 AF-O95235-F1-model_v4.pdb
O95236 AF-O95236-F1-model_v4.pdb
O95239 AF-O95239-F1-model_v4.pdb
O95243 AF-O95243-F1-model_v4.pdb
O95248 AF-O95248-F1-model_v4.pdb
O95255 AF-O95255-F1-model_v4.pdb
Q13418 AF-Q13418-F1-model_v4.pdb
Q13421 AF-Q13421-F1-model_v4.pdb
Q13422 AF-Q13422-F1-model_v4.pdb
Q13424 AF-Q13424-F1-model_v4.pdb
Q13426 AF-Q13426-F1-model_v4.pdb
Q13427 AF-Q13427-F1-model_v4.pdb
Q13428 AF-Q13428-F1-model_v4.pdb
Q13432 AF-Q13432-F1-model_v4.pdb
Q13438 AF-Q13438-F1-model_v4.pdb
Q13439 AF-Q13439-F1-model_v4.pdb
Q13443 AF-Q13443-F1-model_v4.pdb
Q13444 AF-Q13444-F1-model_v4.pdb
Q13451 AF-Q13451-F1-model_v4.pdb
Q13454 AF-Q13454-F1-model_v4.pdb
Q13459 AF-Q13459-F1-model_v4.pdb
Q13469 AF-Q13469-F1-model_v4.pdb
Q13470 AF-Q13470-F1-model_v4.pdb
Q13472 AF-Q13472-F1-model_v4.pdb
Q13474 AF-Q13474-F1-model_v4.pdb
Q13480 AF-Q13480-F1-model_v4.pdb
Q5VYS8 AF-Q5VYS8-F1-model_v4.pdb
Q5VYX0 AF-Q5VYX0-F1-model_v4.pdb
Q5VZK9 AF-Q5VZK9-F1-model_v4.pdb
Q13490 AF-Q13490-F1-model_v4.pdb
Q13495 AF-Q13495-F1-model_v4.pdb
Q13496 AF-Q13496-F1-model_v4.pdb
Q13501 AF-Q13501-F1-model_v4.pdb
Q13505 AF-Q13505-F1-model_v4.pdb
Q13507 AF-Q13507-F1-model_v4.pdb
Q5VWK5 AF-Q5VWK5-F1-model_v4.pdb
Q5VWP3 AF-Q5VWP3-F1-model_v4.pdb
Q5VWQ8 AF-Q5VWQ8-F1-model_v4.pdb
Q5VWZ2 AF-Q5VWZ2-F1-model_v4.pdb
Q5VXU3 AF-Q5VXU3-F1-model_v4.pdb
Q5VYM1 AF-Q5VYM1-F1-model_v4.pdb
Q5VTQ0 AF-Q5VTQ0-F1-model_v4.pdb
Q5VTT5 AF-Q5VTT5-F1-model_v4.pdb
Q5VTY9 AF-Q5VTY9-F1-model_v4.pdb
Q5VU43 AF-Q5VU43-F1-model_v4.pdb
Q5VU97 AF-Q5VU97-F1-model_v4.pdb
Q5VUA4 AF-Q5VUA4-F1-model_v4.pdb
Q5VUJ6 AF-Q5VUJ6-F1-model_v4.pdb
Q5VV41 AF-Q5VV41-F1-model_v4.pdb
Q5VV42 AF-Q5VV42-F1-model_v4.pdb
Q5VV43 AF-Q5VV43-F1-model_v4.pdb
Q5VV63 AF-Q5VV63-F1-model_v4.pdb
Q5VV67 AF-Q5VV67-F1-model_v4.pdb
Q5VVJ2 AF-Q5VVJ2-F1-model_v4.pdb
Q5VVW2 AF-Q5VVW2-F1-model_v4.pdb
Q5VW32 AF-Q5VW32-F1-model_v4.pdb
Q5VST9 AF-Q5VST9-F27-model_v4.pdb
Q5VT25 AF-Q5VT25-F1-model_v4.pdb
Q5VT66 AF-Q5VT66-F1-model_v4.pdb
Q5VT97 AF-Q5VT97-F1-model_v4.pdb
Q5VTB9 AF-Q5VTB9-F1-model_v4.pdb
Q5VTD9 AF-Q5VTD9-F1-model_v4.pdb
Q5VTL8 AF-Q5VTL8-F1-model_v4.pdb
Q5U5Z8 AF-Q5U5Z8-F1-model_v4.pdb
Q5U623 AF-Q5U623-F1-model_v4.pdb
Q5UCC4 AF-Q5UCC4-F1-model_v4.pdb
Q5UIP0 AF-Q5UIP0-F1-model_v4.pdb
Q5VIR6 AF-Q5VIR6-F1-model_v4.pdb
Q13509 AF-Q13509-F1-model_v4.pdb
Q13510 AF-Q13510-F1-model_v4.pdb
Q13535 AF-Q13535-F1-model_v4.pdb
Q13546 AF-Q13546-F1-model_v4.pdb
Q13554 AF-Q13554-F1-model_v4.pdb
Q13555 AF-Q13555-F1-model_v4.pdb
Q13557 AF-Q13557-F1-model_v4.pdb
Q5THJ4 AF-Q5THJ4-F1-model_v4.pdb
Q5THK1 AF-Q5THK1-F1-model_v4.pdb
Q5THR3 AF-Q5THR3-F1-model_v4.pdb
Q5TIA1 AF-Q5TIA1-F1-model_v4.pdb
Q5TBB1 AF-Q5TBB1-F1-model_v4.pdb
Q5TC82 AF-Q5TC82-F1-model_v4.pdb
Q5TCQ9 AF-Q5TCQ9-F1-model_v4.pdb
Q5TCS8 AF-Q5TCS8-F1-model_v4.pdb
Q5TCY1 AF-Q5TCY1-F1-model_v4.pdb
Q5TCZ1 AF-Q5TCZ1-F1-model_v4.pdb
Q5TD94 AF-Q5TD94-F1-model_v4.pdb
Q5TDP6 AF-Q5TDP6-F1-model_v4.pdb
Q5TEJ8 AF-Q5TEJ8-F1-model_v4.pdb
Q5TEU4 AF-Q5TEU4-F1-model_v4.pdb
Q5TGI0 AF-Q5TGI0-F1-model_v4.pdb
Q13561 AF-Q13561-F1-model_v4.pdb
Q13563 AF-Q13563-F1-model_v4.pdb
Q13564 AF-Q13564-F1-model_v4.pdb
Q13568 AF-Q13568-F1-model_v4.pdb
Q13572 AF-Q13572-F1-model_v4.pdb
Q13574 AF-Q13574-F1-model_v4.pdb
Q13586 AF-Q13586-F1-model_v4.pdb
Q13608 AF-Q13608-F1-model_v4.pdb
Q13609 AF-Q13609-F1-model_v4.pdb
Q13614 AF-Q13614-F1-model_v4.pdb
Q13617 AF-Q13617-F1-model_v4.pdb
Q13618 AF-Q13618-F1-model_v4.pdb
Q5TAB7 AF-Q5TAB7-F1-model_v4.pdb
Q5TAQ9 AF-Q5TAQ9-F1-model_v4.pdb
Q5TAT6 AF-Q5TAT6-F1-model_v4.pdb
Q5TAX3 AF-Q5TAX3-F1-model_v4.pdb
Q5TB30 AF-Q5TB30-F1-model_v4.pdb
Q5T6X5 AF-Q5T6X5-F1-model_v4.pdb
Q5T7B8 AF-Q5T7B8-F1-model_v4.pdb
Q5T7N3 AF-Q5T7N3-F1-model_v4.pdb
Q5T7P8 AF-Q5T7P8-F1-model_v4.pdb
Q5T7V8 AF-Q5T7V8-F1-model_v4.pdb
Q5T8D3 AF-Q5T8D3-F1-model_v4.pdb
Q5T8P6 AF-Q5T8P6-F1-model_v4.pdb
Q5T9A4 AF-Q5T9A4-F1-model_v4.pdb
Q5T9G4 AF-Q5T9G4-F1-model_v4.pdb
Q5T9L3 AF-Q5T9L3-F1-model_v4.pdb
Q13620 AF-Q13620-F1-model_v4.pdb
Q13621 AF-Q13621-F1-model_v4.pdb
Q13625 AF-Q13625-F1-model_v4.pdb
Q13627 AF-Q13627-F1-model_v4.pdb
Q13635 AF-Q13635-F1-model_v4.pdb
Q5T4S7 AF-Q5T4S7-F19-model_v4.pdb
Q5T5A4 AF-Q5T5A4-F1-model_v4.pdb
Q5T5C0 AF-Q5T5C0-F1-model_v4.pdb
Q5T5P2 AF-Q5T5P2-F1-model_v4.pdb
Q5T5U3 AF-Q5T5U3-F1-model_v4.pdb
Q5T5Y3 AF-Q5T5Y3-F1-model_v4.pdb
Q5T601 AF-Q5T601-F1-model_v4.pdb
Q5T6F2 AF-Q5T6F2-F1-model_v4.pdb
Q5T6L9 AF-Q5T6L9-F1-model_v4.pdb
Q5T1Q4 AF-Q5T1Q4-F1-model_v4.pdb
Q5T1R4 AF-Q5T1R4-F1-model_v4.pdb
Q5T1V6 AF-Q5T1V6-F1-model_v4.pdb
Q5T200 AF-Q5T200-F1-model_v4.pdb
Q5T2R2 AF-Q5T2R2-F1-model_v4.pdb
Q5T2S8 AF-Q5T2S8-F1-model_v4.pdb
Q5T2T1 AF-Q5T2T1-F1-model_v4.pdb
Q5T2W1 AF-Q5T2W1-F1-model_v4.pdb
Q5T3U5 AF-Q5T3U5-F1-model_v4.pdb
Q5T447 AF-Q5T447-F1-model_v4.pdb
Q5T4D3 AF-Q5T4D3-F1-model_v4.pdb
Q5T4F4 AF-Q5T4F4-F1-model_v4.pdb
Q13639 AF-Q13639-F1-model_v4.pdb
Q13642 AF-Q13642-F1-model_v4.pdb
P62879 AF-P62879-F1-model_v4.pdb
P62913 AF-P62913-F1-model_v4.pdb
P63000 AF-P63000-F1-model_v4.pdb
P63010 AF-P63010-F1-model_v4.pdb
P63096 AF-P63096-F1-model_v4.pdb
P63104 AF-P63104-F1-model_v4.pdb
P63162 AF-P63162-F1-model_v4.pdb
